Title,Ingredients,Instructions
nachos,"['1 bag tortilla chips (i used 1/2 baked blue corn & half white corn)', '2 cups cheese (I used a mexican blend cheese which is a blend of monterey jack, cheddar and queso blanco)', '1- 15 oz can black beans, drained and rinsed']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
omelette,"['1 organic large egg', '1 teaspoon whole milk or water', '1 tablespoon cheddar cheese, shredded (you can use other types of cheese)', '1 teaspoon butter or oil']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
onion_rings,"['1 large sweet, vidalia or maui onion', '3/4 cup buttermilk', '2 teaspoons salt, divided', '1 1/2 cup plain breadcrumbs (i used whole wheat)', 'Canola oil spray']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
oysters,"['24 raw oysters, freshly shucked', 'Balsamic vinegar']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
pad_thai,"['8 ounces pad thai or lo mein noodles', '2 tablespoons vegetable oil', '1 clove garlic, minced', '2 large eggs', '1 1/2 tablespoons soy sauce', '2 tablespoons fresh lime juice (from about 1 medium lime)', '2 tablespoons brown sugar', '1 teaspoon fish sauce', '1/8 teaspoon red pepper flakes', '3 green onions, sliced', '1/4 bunch fresh cilantro, leaves only, roughly chopped', '1/4 cup chopped, unsalted peanuts']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
paella,"['3/4 pound cooked chorizo or linguiça sausage, cut into chunks', '4 tablespoons olive oil', '1 1-pound bag saffron rice (such as Vigo)', '1 9-ounce package frozen artichoke hearts, thawed and drained', '1 8-ounce jar roasted red peppers, drained and sliced', '2 cups chicken or fish broth, or wine', '1 pound large shrimp, peeled', '1 cup frozen peas, defrosted']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
pancakes,"['2 tablespoons (1/4 stick) unsalted butter', '3 large Golden Delicious apples (about 1 1/2 pounds), peeled, cored, cut into 1/2-inch-thick slices', '1 tablespoon plus 1/2 cup pure maple syrup', '1/2 teaspoon ground cinnamon', '1 cup all purpose flour', '2 tablespoons yellow cornmeal', '2 tablespoons (packed) golden brown sugar', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup buttermilk', '1 cup plain whole-milk yogurt', '1 large egg', '1 1/2 tablespoons unsalted butter, melted', 'Additional unsalted butter', 'Additional pure maple syrup']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
panna_cotta,"['½ cup raw pistachios', '1 envelope unflavored powdered gelatin (about 2½ tsp.)', '1½ cups plain Greek yogurt', '1 Tbsp. rose syrup', '1¼ cups heavy cream, divided', '½ cup sugar', '1 Tbsp. basil seeds (tukmaria) or chia seeds (optional)', '½ cup golden raisins', 'Blackberries (for serving; optional)']","Preheat oven to 180°C. Toast pistachios on a rimmed baking sheet, tossing once, until golden brown, 7–9 minutes. Let cool, then coarsely chop. Set nuts aside.
Whisk gelatin with ¼ cup water in a small bowl to combine. Let sit 15 minutes.
Mix yogurt, rose syrup, and ½ cup cream in a medium bowl to combine. Heat sugar and remaining ¾ cup cream in a small saucepan over medium, stirring often, until mixture is hot and sugar is dissolved, about 2 minutes. Whisk in gelatin mixture, then pour into yogurt mixture and whisk to combine.
Divide panna cotta mixture among eight 4-oz. ramekins, small bowls, coffee cups, or any small vessel you’d like to use for serving. Place on a rimmed baking sheet and chill until set, at least 2 hours.
If using, scoop a spoonful of basil seeds into a small bowl; pour in water to cover. Let sit until gelatinized, about 10 minutes.
To serve, top panna cottas with basil seeds, raisins, a few blackberries, if desired, and reserved pistachios.
Do Ahead: Panna cotta (without toppings) can be made 2 days ahead. Cover and keep chilled."
peking_duck,"['1 tablespoon extra-virgin olive oil', '1/2 cup chopped onion (1 small)', '3 garlic cloves, crushed', '1 tablespoon finely chopped shallot', '1 teaspoon tomato paste', '1/2 teaspoon black pepper', '1/2 teaspoon ground cumin', 'Scant 1/4 teaspoon dried hot red pepper flakes', '3/4 teaspoon salt', '1/2 cup coarsely chopped red bell pepper (1/2 medium)', '1 plum tomato, coarsely chopped', '1/4 cup dry red wine', '1 1/2 to 2 tablespoons cider vinegar', '2 tablespoons sugar', '1/2 teaspoon Dijon mustard', '1 1/4 lb dark sweet cherries such as Bing, quartered and pitted (3 cups)', '2 (3/4-lb) boneless Moulard duck breasts with skin*', '2 tablespoons water', '1 tablespoon chopped fresh tarragon or chives', 'an instant-read thermometer']","Heat oil in a 2- to 3-quart heavy saucepan over moderate heat until hot but not smoking, then cook onion, garlic, and shallot, stirring occasionally, until golden, about 7 minutes.
Add tomato paste, black pepper, cumin, hot pepper flakes, and 1/4 teaspoon salt and cook, stirring, 30 seconds. Add bell pepper and tomato and cook, stirring occasionally, until softened, about 5 minutes.
Stir in wine, vinegar (to taste), and sugar and simmer 1 minute. Stir in mustard, 1 1/2 cups cherries, and remaining 1/2 teaspoon salt and simmer 1 minute.
Purée mixture in a blender until very smooth, about 1 minute (use caution when blending hot liquids). Force cherry sauce through a fine-mesh sieve into a bowl and transfer 1/4 cup sauce to a small bowl for glazing duck.
Put oven rack in middle position and preheat oven to 230°C.
Score duck skin in a crosshatch pattern with a small sharp knife and season duck all over with salt and pepper.
Heat water in an ovenproof 12-inch heavy skillet over low heat until hot, then add duck, skin side down. Cook duck, uncovered, over low heat, without turning, until most of fat is rendered and skin is golden brown, about 25 minutes.
Transfer duck to a plate and discard all but 1 tablespoon fat from skillet. Brush duck all over with cherry sauce from bowl and return to skillet, skin side up.
Roast duck in oven until thermometer registers 135°C (see cooks' note, below), about 8 minutes for medium-rare.
Transfer duck to a cutting board and set skillet aside. Let duck stand, loosely covered with foil, 10 minutes.
Immediately after covering duck, carefully pour off any fat from skillet, leaving any brown bits, and add remaining cherry sauce, stirring and scraping up any brown bits. Add remaining 1 1/2 cups cherries. (Cherries will lose flavor if cooked; heat from skillet will warm sauce.)
Holding a sharp knife at a 45-degree angle, cut duck into slices. Sprinkle with chopped herbs and serve with cherry sauce."
pho,"['1 (2 1/3-in) piece ginger, peeled and halved', '2 cloves garlic', '1 shallot, halved', '6 1/3 cups beef stock', '1 star anise', '1 stick cinnamon', '3 teaspoons fish sauce', '1 tablespoon palm sugar', '7 ounces thin brown rice noodles, cooked and drained', '1 small white onion, thinly sliced', '1/2 pound beef fillet, frozen for 2 hours and thinly sliced', 'Cracked black pepper', '1 cup bean sprouts, trimmed', '2 long red chilies, sliced', '1/2 cup Thai basil leaves', '1/2 cup Vietnamese mint leaves']","Heat oil in a 2- to 3-quart heavy saucepan over moderate heat until hot but not smoking, then cook onion, garlic, and shallot, stirring occasionally, until golden, about 7 minutes.
Add tomato paste, black pepper, cumin, hot pepper flakes, and 1/4 teaspoon salt and cook, stirring, 30 seconds. Add bell pepper and tomato and cook, stirring occasionally, until softened, about 5 minutes.
Stir in wine, vinegar (to taste), and sugar and simmer 1 minute. Stir in mustard, 1 1/2 cups cherries, and remaining 1/2 teaspoon salt and simmer 1 minute.
Purée mixture in a blender until very smooth, about 1 minute (use caution when blending hot liquids). Force cherry sauce through a fine-mesh sieve into a bowl and transfer 1/4 cup sauce to a small bowl for glazing duck.
Put oven rack in middle position and preheat oven to 230°C.
Score duck skin in a crosshatch pattern with a small sharp knife and season duck all over with salt and pepper.
Heat water in an ovenproof 12-inch heavy skillet over low heat until hot, then add duck, skin side down. Cook duck, uncovered, over low heat, without turning, until most of fat is rendered and skin is golden brown, about 25 minutes.
Transfer duck to a plate and discard all but 1 tablespoon fat from skillet. Brush duck all over with cherry sauce from bowl and return to skillet, skin side up.
Roast duck in oven until thermometer registers 135°C (see cooks' note, below), about 8 minutes for medium-rare.
Transfer duck to a cutting board and set skillet aside. Let duck stand, loosely covered with foil, 10 minutes.
Immediately after covering duck, carefully pour off any fat from skillet, leaving any brown bits, and add remaining cherry sauce, stirring and scraping up any brown bits. Add remaining 1 1/2 cups cherries. (Cherries will lose flavor if cooked; heat from skillet will warm sauce.)
Holding a sharp knife at a 45-degree angle, cut duck into slices. Sprinkle with chopped herbs and serve with cherry sauce."
pizza,"['1 16-ounce ball purchased fresh pizza dough', '2/3 cup finely grated Piave or Parmesan cheese', '2 1/4 teaspoons finely chopped fresh rosemary, divided', '1/2 teaspoon dried crushed red pepper', 'Coarse kosher salt', '1 1/2 tablespoons olive oil, divided', '2 1/2 hot Italian sausages, casings removed', '1 small red onion, thinly sliced', '7 ounces fresh wild mushrooms (such as stemmed shiitake, oyster, and chanterelle), thickly sliced', '1 3/4 cups coarsely grated whole-milk mozzarella cheese (about 7 ounces), divided', 'Chopped fresh parsley (optional)']","Position 1 rack in top third and 1 rack in bottom third of oven and preheat to 230°C. Lightly flour 2 baking sheets. Place dough on work surface; let stand until room temperature, about 20 minutes. Divide dough in half. Press and stretch each piece out on lightly floured surface to 5-inch round. Sprinkle each with 1/3 cup Piave cheese, 3/4 teaspoon rosemary, and 1/4 teaspoon crushed red pepper; sprinkle with coarse salt. Roll each piece of dough out to 10-inch round, pressing in seasonings. Transfer dough rounds to prepared baking sheets.
Heat 1 tablespoon oil in large nonstick skillet over medium-high heat. Add sausage. Sauté until brown, breaking into 1/2-inch pieces with back of spoon, about 5 minutes. Using slotted spoon, transfer sausage to bowl. Add onion to skillet. Sauté until crisp-tender, about 2 minutes; transfer to plate. Add remaining 1/2 tablespoon oil to skillet. Add mushrooms and remaining 3/4 teaspoon rosemary; sprinkle with salt and pepper. Sauté until brown, about 5 minutes. Leaving 1/2-inch plain border, top each dough round with 3/4 cup mozzarella, then onion, sausage, and mushrooms.
Bake until crust bottoms are crisp and brown, reversing sheets after 10 minutes, about 20 minutes total. Using large spatula, transfer pizzas to work surface. Sprinkle each with 2 tablespoons mozzarella, then parsley, if desired.
Pizza-wheel cutters can drag toppings, so use a large chef's knife to cut pizzas into wedges."
pork_chop,"['2 (1""-thick) bone-in pork rib chops (look for the most marbled ones you can find, preferably with some fat cap too)', 'Kosher salt', '1 1/2 tsp. sugar, divided', '2 Tbsp. extra-virgin olive oil, divided', '1 large shallot, chopped', '4 garlic cloves, thinly sliced', '1/4 cup red wine vinegar', '3 sprigs rosemary', '1 Tbsp. drained capers', '2 Tbsp. unsalted butter, cut into pieces']","Season pork chops with salt and sprinkle evenly with 1/2 tsp. sugar. Heat 1 Tbsp. oil in a large skillet over medium-high. Cook chops, undisturbed, until well browned underneath, about 3 minutes. Turn and cook just until second side is lightly browned, about 1 minute. Transfer chops to a plate (they won’t be fully cooked); reduce heat to medium.
Pour remaining 1 Tbsp. oil into same skillet and add shallot and garlic. Cook, stirring often, until softened and just beginning to brown, about 3 minutes.
Add vinegar and remaining 1 tsp. sugar to skillet. Cook, swirling pan occasionally, until vinegar is nearly evaporated, about 2 minutes.
Add rosemary, capers, and 1/2 cup water to skillet; season with salt. Reduce heat as needed to maintain a very low simmer. Add butter and swirl pan continuously (and vigorously) until sauce becomes smooth, glossy, and emulsified.
Return pork chops to skillet, arranging darker side up. Simmer gently in sauce, swirling occasionally, until chops are cooked through, about 3 minutes (a thermometer inserted near the bones should register 60°C).
Transfer pork chops to plates and spoon sauce over."
prime_rib,"['15 dried bay leaves, crumbled', '1/3 cup coarsely chopped fresh sage leaves, plus several whole leaves for garnish', '1/2 cup extra-virgin olive oil', 'Coarse salt and freshly ground pepper', '1/3 cup finely grated orange zest (from 2 to 3 oranges)', '1 three-rib prime rib of beef (about 7 pounds), trimmed and frenched']","Stir together crumbled bay leaves, sage, the oil, 1 1/2 teaspoons salt, and the orange zest in a small bowl. Season with pepper. Rub herb mixture all over the beef, coating evenly. Refrigerate overnight, covered. About 2 hours before you plan to cook the beef, remove it from the refrigerator. Place beef, fat side up, in a roasting pan and allow it to come to room temperature. Meanwhile, heat the oven to 230°C.
Cook beef for 30 minutes, then reduce temperature to 350°C and continue roasting until an instant-read thermometer inserted into meat (away from bone) registers 115°C to 120°C (for rare), about 1 hour to 1 hour 15 minutes longer. Let rest 20 minutes.
Carve and serve Slice meat away from ribs, cutting along the bones. Then, slice meat crosswise to desired thickness. Serve, garnished with whole sage leaves."
pulled_pork_sandwich,"['4 tablespoons sweet paprika', '2 tablespoons chili powder', '2 tablespoons ground cumin', '2 tablespoons dark brown sugar', '2 tablespoons salt', '1 tablespoon dried oregano', '1 tablespoon sugar', '2 tablespoons ground black pepper', '2 teaspoons cayenne pepper', '1 bone-in pork roast, preferably Boston butt (6-8 pounds)', '2 tablespoons vegetable oil', '1 onion, finely chopped', '3 garlic cloves, minced', '1½ cups ketchup', '½ cup cider vinegar', '¼ cup Worcestershire sauce', '⅓ cup sugar', '1 tablespoon chili powder', '½ teaspoon cayenne pepper']","Stir together crumbled bay leaves, sage, the oil, 1 1/2 teaspoons salt, and the orange zest in a small bowl. Season with pepper. Rub herb mixture all over the beef, coating evenly. Refrigerate overnight, covered. About 2 hours before you plan to cook the beef, remove it from the refrigerator. Place beef, fat side up, in a roasting pan and allow it to come to room temperature. Meanwhile, heat the oven to 230°C.
Cook beef for 30 minutes, then reduce temperature to 350°C and continue roasting until an instant-read thermometer inserted into meat (away from bone) registers 115°C to 120°C (for rare), about 1 hour to 1 hour 15 minutes longer. Let rest 20 minutes.
Carve and serve Slice meat away from ribs, cutting along the bones. Then, slice meat crosswise to desired thickness. Serve, garnished with whole sage leaves."
ramen,"['2 tablespoons toasted sesame oil', '2 tablespoons mirin', '1 yellow onion, thinly sliced', '8 cups purified water', '2 cups thinly sliced shiitake mushrooms', '2 tablespoons Japanese chili paste or Sriracha sauce', '1/2 cup organic red miso paste', '2 (10-ounce) packages fresh ramen noodles (look for Sun Noodle brand)', '1/4 cup tahini paste or neri goma', '2 cups baby spinach', 'Chili oil, for drizzling (optional)', '2 green onions, thinly sliced on the bias', 'Togarashi, for sprinkling (optional)', '2 soft-boiled eggs, sliced in half (optional)', 'Nori, cut into small rectangular pieces, for dipping (optional)', '1 avocado, pitted, peeled, and thinly sliced']","Stir together crumbled bay leaves, sage, the oil, 1 1/2 teaspoons salt, and the orange zest in a small bowl. Season with pepper. Rub herb mixture all over the beef, coating evenly. Refrigerate overnight, covered. About 2 hours before you plan to cook the beef, remove it from the refrigerator. Place beef, fat side up, in a roasting pan and allow it to come to room temperature. Meanwhile, heat the oven to 230°C.
Cook beef for 30 minutes, then reduce temperature to 350°C and continue roasting until an instant-read thermometer inserted into meat (away from bone) registers 115°C to 120°C (for rare), about 1 hour to 1 hour 15 minutes longer. Let rest 20 minutes.
Carve and serve Slice meat away from ribs, cutting along the bones. Then, slice meat crosswise to desired thickness. Serve, garnished with whole sage leaves."
ravioli,"['2 large red or golden beets (about 14 ounces)', '1/2 cup fresh whole-milk ricotta cheese', '2 tablespoons dried breadcrumbs', '1 1/4 pounds Fresh Egg Pasta', '1/2 cup (1 stick) butter', '1 tablespoon poppy seeds', 'Freshly grated Parmesan cheese']","Preheat oven to 200°C. Wrap beets individually in foil; place on baking sheet. Roast until tender when pierced with knife, about 1 hour. Open foil carefully (steam will escape). Cool. Peel beets; finely grate into medium bowl. Add ricotta cheese and season to taste with salt and pepper. Stir in breadcrumbs.
Roll Fresh Egg Pasta dough into sheets according to recipe. Place 1 dough sheet on work surface. Using 3-inch round biscuit cutter, cut sheet into 7 rounds. Transfer rounds to lightly floured baking sheet; cover with plastic wrap. Repeat with remaining dough for total of 56 rounds.
Sprinkle 2 smooth kitchen towels with flour. Place 8 pasta rounds on work surface, keeping remaining dough covered with plastic. Place small bowl of water next to work surface. Spoon 1 teaspoon beet filling onto half of each round. Dip fingertip into water and dampen edge of 1 round. Fold dough over filling, pushing out as much air as possible and pressing edges firmly to seal. Transfer to prepared towels. Repeat with remaining rounds. (Can be prepared 1 week ahead. Transfer to rimmed baking sheet and place in freezer until frozen solid, about 6 hours. Transfer ravioli to resealable plastic bags.)
Melt butter in large skillet over medium heat and stir in poppy seeds; keep warm. Working in batches, cook ravioli in large pot of boiling salted water until cooked through, stirring often, about 2 minutes. Using slotted spoon, transfer to skillet with melted butter; toss to coat. Divide ravioli among 8 plates; sprinkle with Parmesan."
red_velvet_cake,"['2½ cups cake flour', '½ teaspoon baking soda', '2 large eggs, at room temperature', '1½ cups sugar', '1½ cups vegetable oil', '2 tablespoons distilled white vinegar', '1 cup buttermilk', '1 teaspoon pure vanilla extract', '3 tablespoons red food coloring (from two 1-ounce bottles)', '1 (1-pound) box confectioners’ sugar, sifted', '1 (8-ounce) package cream cheese, softened', '1 stick (8 tablespoons) butter, softened', '1 cup chopped pecans']","To make the cake: Set the oven to 180°C and adjust the rack positions to the middle and top third. Spray three 8-inch round cake pans well with baking spray.
Sift the flour with the baking soda.
In a large bowl, with an electric mixer on medium speed, beat the eggs well, then beat in the sugar, oil, and vinegar. On low speed, slowly add the flour and beat in well. Add the buttermilk slowly, then the vanilla, and then the food coloring.
Pour the batter evenly into the pans and rap them on the countertop several times to eliminate any air bubbles. Bake for 12 minutes, then rotate the pans from shelf to shelf so they bake evenly and bake until the tops spring back when lightly touched, about 25 minutes altogether. Let the cakes cool in the pans on racks for 15 minutes.
Run a knife around the sides of the pans and invert the cakes onto the racks to cool completely. Once they’re cool, refrigerate the cakes for 20 to 30 minutes to make icing them easier.
To make the icing: Combine everything in a medium bowl and mix well until very smooth. It’s best to use the icing right away, when it’s soft and spreadable.
Put one cake layer upside down on a cake plate or cake stand and cover the top evenly with frosting. Add a second layer, right side up, and spread with more frosting. Top with the third layer, right side up, and spread the frosting evenly around the sides of the cake and on top; check for any places where you can see through to the cake. Finally, sprinkle the pecans evenly all over the top of the cake.
Once the frosting sets, cut into slices to serve. This cake keeps for up to 2 weeks in a cake keeper, but once it’s ready, people want to dive right in."
risotto,"['5 cups low-sodium chicken broth', '2 Tbsp. extra-virgin olive oil, plus more for drizzling', '1 medium onion, finely chopped', '3 garlic cloves, thinly sliced', '1 Tbsp. tomato paste', '2 cups cherry tomatoes', '1/4 tsp. freshly grated nutmeg (optional)', '1 cup arborio or carnaroli rice', 'Kosher salt', '2 Tbsp. unsalted butter', '2 oz. finely grated Parmesan (about 1 cup), plus more shaved for serving', 'Freshly ground black pepper']","To make the cake: Set the oven to 180°C and adjust the rack positions to the middle and top third. Spray three 8-inch round cake pans well with baking spray.
Sift the flour with the baking soda.
In a large bowl, with an electric mixer on medium speed, beat the eggs well, then beat in the sugar, oil, and vinegar. On low speed, slowly add the flour and beat in well. Add the buttermilk slowly, then the vanilla, and then the food coloring.
Pour the batter evenly into the pans and rap them on the countertop several times to eliminate any air bubbles. Bake for 12 minutes, then rotate the pans from shelf to shelf so they bake evenly and bake until the tops spring back when lightly touched, about 25 minutes altogether. Let the cakes cool in the pans on racks for 15 minutes.
Run a knife around the sides of the pans and invert the cakes onto the racks to cool completely. Once they’re cool, refrigerate the cakes for 20 to 30 minutes to make icing them easier.
To make the icing: Combine everything in a medium bowl and mix well until very smooth. It’s best to use the icing right away, when it’s soft and spreadable.
Put one cake layer upside down on a cake plate or cake stand and cover the top evenly with frosting. Add a second layer, right side up, and spread with more frosting. Top with the third layer, right side up, and spread the frosting evenly around the sides of the cake and on top; check for any places where you can see through to the cake. Finally, sprinkle the pecans evenly all over the top of the cake.
Once the frosting sets, cut into slices to serve. This cake keeps for up to 2 weeks in a cake keeper, but once it’s ready, people want to dive right in."
samosa,"['4 1/2 cups all-purpose flour', '1 teaspoon fine sea salt', '1/2 teaspoon baking powder', '4 ounces (10 tablespoons) vegetable shortening, preferably trans-fat-free, cut into small pieces', '3/4 cup plus 2 tablespoons water', '4 tablespoons (1/2 stick) unsalted butter', '1/2 small yellow onion, chopped', '1 teaspoon garam masala', '1 teaspoon brown mustard seeds', '1/2 teaspoon black or regular cumin seeds', '1/2 teaspoon yellow Madras curry powder', '4 large cloves garlic, minced', '3 cups chopped cooked turkey or rotisserie chicken', '1 cup mashed potatoes', '1/2 cup cooked peas or diced green beans', '1 or 2 fresh hot red or green chiles, thinly sliced', 'Fine sea salt', '1/2 gallon vegetable or canola oil', 'Cilantro-Mint Chutney (optional)', 'Purchased mango chutney (optional)', 'Equipment: Pastry brush; 1 large baking sheet; deep-fry thermometer']","In a large bowl, whisk together the flour, salt, and baking powder. Add the shortening and use a pastry blender or 2 forks to cut the shortening into the flour mixture until it resembles a coarse meal. Gradually add the water in 3 batches and use the pastry blender or forks to gently work it into the dough (the dough will be shaggy at first). Transfer to a work surface, and knead the dough until it's hydrated and starting to smooth out, about 5 minutes (the surface of the dough will still appear shaggy; it will smooth out during resting). Wrap the dough in plastic wrap and let it rest at room temperature for 2 hours.
In a heavy large saucepan over moderate heat, melt the butter. Add the onion, garam masala, mustard seeds, cumin seeds, and curry powder and sauté, stirring occasionally, until the mustard seeds begin to pop and the onion is translucent, about 3 minutes. Add the garlic and sauté, stirring occasionally, until fragrant, about 30 seconds. Remove the pan from the heat and add the turkey, mashed potatoes, peas, and hot chiles and stir to combine. Adjust the seasoning as needed with salt and set aside to let cool before filling the samosas.
Divide the samosa dough into 6 equal parts and roll each into a ball. On a lightly floured surface using a lightly floured rolling pin, roll each ball into a circle that measures about 8 inches across and is about 1/8 inch thick. DO AHEAD: The circles of samosa dough can be made ahead, layered between sheets of wax paper, wrapped in a double layer of plastic, and refrigerated for 24 hours or frozen up to 3 months. Defrost before using.
Cut the dough circles in half, so that there are 12 semicircles. Use a pastry brush to lightly brush the flat edge of 1 semicircle with water then fold 1 corner up and over middle. Fold the second corner over to make a triangle, and pinch the corners of the triangle to seal (leave the rounded side open). Hold the triangle in your hand with the open rounded side facing up and let dough fall open to make a cone. Fill with 1/4 cup filling, lightly brush the remaining open edge of the dough with water and then pinch along the rounded side to seal. Repeat with the remaining dough and filling. DO AHEAD: Filled samosas can be frozen, well wrapped in plastic, up to 3 months. Fry them from a partially defrosted state.
Line a large baking sheet with paper towels.
In a heavy large saucepan or Dutch oven over moderate heat, heat the oil until a deep-fry thermometer registers 160°C. Working in batches, fry the samosas until dark golden brown, about 4 minutes. Transfer as done to the paper-towel-lined baking sheet to drain and cool. Continue to fry the remaining samosas, returning the oil to 160°C between batches. Serve hot with the Cilantro-Mint Chutney and/or the mango Chutney, if desired."
